Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
morphogenesis of a branching epithelium (GO:0061138)	1/162	0.793462774962069	1	0	0	0.639672487686305	0.147987368116969	RDH10
lymphocyte activation (GO:0046649)	2/304	0.794470428690782	1	0	0	0.681756203981456	0.156858135889172	RPS6;CTPS1
fibroblast growth factor receptor signaling pathway (GO:0008543)	1/163	0.79547211960428	1	0	0	0.635748116596205	0.145471553104733	PTPN11
regulation of multi-organism process (GO:0043900)	2/306	0.797468071961205	1	0	0	0.677300281079617	0.153282183807735	TFAP4;PPIA
cellular carbohydrate metabolic process (GO:0044262)	1/165	0.799432651495837	1	0	0	0.628042078819281	0.140589096269744	AGL
regulation of cellular component size (GO:0032535)	1/165	0.799432651495837	1	0	0	0.628042078819281	0.140589096269744	HSP90AB1
regulation of endocytosis (GO:0030100)	1/165	0.799432651495837	1	0	0	0.628042078819281	0.140589096269744	HNRNPK
organic hydroxy compound biosynthetic process (GO:1901617)	1/166	0.801384211453191	1	0	0	0.624258692802297	0.138220102491145	CNBP
negative regulation of cell migration (GO:0030336)	1/166	0.801384211453191	1	0	0	0.624258692802297	0.138220102491145	CITED2
regulation of protein targeting (GO:1903533)	1/167	0.803316879536499	1	0	0	0.620520616797493	0.135897752648119	HSP90AB1
negative regulation of immune system process (GO:0002683)	2/311	0.804794307725816	1	0	0	0.666411209036536	0.144723557680871	RPS19;NME1
establishment of organelle localization (GO:0051656)	1/168	0.805230837802973	1	0	0	0.616827041697508	0.133620952155928	RAN
negative regulation of cell motility (GO:2000146)	1/170	0.809003343569287	1	0	0	0.609570252971655	0.12919977382898	CITED2
morphogenesis of a branching structure (GO:0001763)	1/170	0.809003343569287	1	0	0	0.609570252971655	0.12919977382898	RDH10
sulfur compound metabolic process (GO:0006790)	2/314	0.809076765938339	1	0	0	0.660044222962939	0.139837943641456	MAT2A;FASN
positive regulation of cell adhesion (GO:0045785)	1/171	0.810862246447452	1	0	0	0.606005514650183	0.127053356185157	CITED2
lymphocyte differentiation (GO:0030098)	1/172	0.812703149867968	1	0	0	0.60248222677431	0.124948406689937	RPS6
detection of external stimulus (GO:0009581)	1/175	0.818119589288892	1	0	0	0.592153960029608	0.118872986463639	RDH10
hematopoietic or lymphoid organ development (GO:0048534)	1/175	0.818119589288892	1	0	0	0.592153960029608	0.118872986463639	CITED2
positive regulation of protein kinase activity (GO:0045860)	3/456	0.819551969789588	1	0	0	0.681756203981456	0.135667757259502	HSP90AB1;PTPN11;ATF4
regulation of cellular response to growth factor stimulus (GO:0090287)	1/176	0.819890212362249	1	0	0	0.588789448893076	0.116924655588002	CITED2
response to mechanical stimulus (GO:0009612)	1/176	0.819890212362249	1	0	0	0.588789448893076	0.116924655588002	CITED2
response to light stimulus (GO:0009416)	2/322	0.820092014788337	1	0	0	0.643645608727834	0.12765985380411	RDH10;INO80
sensory perception (GO:0007600)	3/457	0.820696713055714	1	0	0	0.680264396095282	0.134421366699371	RDH10;TIMM9;RABGGTB
detection of abiotic stimulus (GO:0009582)	1/178	0.823380177093648	1	0	0	0.58217383710776	0.113138059260205	RDH10
defense response to bacterium (GO:0042742)	1/179	0.825099847531849	1	0	0	0.578921469302689	0.111298157674669	RPL39
defense response to other organism (GO:0098542)	2/328	0.827978064679919	1	0	0	0.63187160369013	0.119277528674497	POLR3H;RPL39
cation homeostasis (GO:0055080)	3/465	0.829635204261294	1	0	0	0.668560922614073	0.124866580473886	TFRC;SFXN4;COMMD1
negative regulation of cellular component movement (GO:0051271)	1/183	0.83181354726335	1	0	0	0.566267448115745	0.10427643201814	CITED2
cellular response to fibroblast growth factor stimulus (GO:0044344)	1/183	0.83181354726335	1	0	0	0.566267448115745	0.10427643201814	PTPN11
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	1/186	0.836680000208137	1	0	0	0.557134102178394	0.0993445869673255	CITED2
coagulation (GO:0050817)	3/472	0.837142452427445	1	0	0	0.658645824185475	0.117081559397748	SLC16A1;PTPN11;PPIA
blood coagulation (GO:0007596)	3/472	0.837142452427445	1	0	0	0.658645824185475	0.117081559397748	SLC16A1;PTPN11;PPIA
monocarboxylic acid metabolic process (GO:0032787)	3/473	0.838191466949801	1	0	0	0.657253338299247	0.11601094792416	SLC16A1;RDH10;FASN
endosomal transport (GO:0016197)	1/187	0.838270816547708	1	0	0	0.554154775428777	0.097760694136267	AP4M1
response to fibroblast growth factor (GO:0071774)	1/187	0.838270816547708	1	0	0	0.554154775428777	0.097760694136267	PTPN11
negative regulation of apoptotic signaling pathway (GO:2001234)	1/187	0.838270816547708	1	0	0	0.554154775428777	0.097760694136267	PHIP
positive regulation of T cell activation (GO:0050870)	1/189	0.841406349753158	1	0	0	0.548290703731118	0.0946791464221267	PTPN11
alcohol metabolic process (GO:0006066)	2/340	0.842827299213695	1	0	0	0.609570252971655	0.104232372132321	RDH10;CNBP
positive regulation of innate immune response (GO:0045089)	1/190	0.842951362483901	1	0	0	0.545404963185165	0.0931802663721737	RPS19
hemostasis (GO:0007599)	3/478	0.843350044115044	1	0	0	0.650378303379799	0.110807013876138	SLC16A1;PTPN11;PPIA
positive regulation of kinase activity (GO:0033674)	3/480	0.84537352609789	1	0	0	0.647668393782383	0.108793203742012	HSP90AB1;PTPN11;ATF4
negative regulation of neurogenesis (GO:0050768)	1/192	0.845996609051983	1	0	0	0.539723661485319	0.0902633460690483	ARHGDIA
epidermal growth factor receptor signaling pathway (GO:0007173)	1/193	0.847497130277928	1	0	0	0.536927165829955	0.0888441707621707	PTPN11
regulation of response to wounding (GO:1903034)	2/347	0.850945916915782	1	0	0	0.597273446715743	0.0964039389100879	RPS19;SRSF6
ERBB signaling pathway (GO:0038127)	1/196	0.851911981225013	1	0	0	0.528708892883578	0.0847372665278892	PTPN11
positive regulation of MAP kinase activity (GO:0043406)	1/197	0.853355156951958	1	0	0	0.52602509139686	0.0834167728100711	PTPN11
learning or memory (GO:0007611)	1/198	0.854784340502397	1	0	0	0.523368399016067	0.0821196813691753	VDAC1
lipid biosynthetic process (GO:0008610)	3/491	0.856104212378154	1	0	0	0.633158511233287	0.0983695114030385	RDH10;FASN;CNBP
Fc receptor signaling pathway (GO:0038093)	2/352	0.856510358977654	1	0	0	0.588789448893076	0.0911969304912049	HSP90AB1;PTPN11
carboxylic acid catabolic process (GO:0046395)	1/200	0.857601268970112	1	0	0	0.518134715025907	0.0795937870418261	PPAT
organic acid catabolic process (GO:0016054)	1/200	0.857601268970112	1	0	0	0.518134715025907	0.0795937870418261	PPAT
regulation of endopeptidase activity (GO:0052548)	2/354	0.85868282221102	1	0	0	0.585462954831533	0.0891985983526537	TFAP4;ANP32B
positive regulation of response to external stimulus (GO:0032103)	1/201	0.858989279895672	1	0	0	0.515556930374036	0.0783640537337566	RPS19
response to bacterium (GO:0009617)	1/201	0.858989279895672	1	0	0	0.515556930374036	0.0783640537337566	RPL39
glycerolipid biosynthetic process (GO:0045017)	1/202	0.860363830788314	1	0	0	0.513004668342482	0.0771558611515187	FASN
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis (GO:0002433)	1/203	0.86172505121418	1	0	0	0.510477551749662	0.0759687716928933	HSP90AB1
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/203	0.86172505121418	1	0	0	0.510477551749662	0.0759687716928933	HSP90AB1
Fc-gamma receptor signaling pathway (GO:0038094)	1/203	0.86172505121418	1	0	0	0.510477551749662	0.0759687716928933	HSP90AB1
tissue morphogenesis (GO:0048729)	2/358	0.86293824345163	1	0	0	0.578921469302689	0.0853400589169793	CITED2;RDH10
negative regulation of locomotion (GO:0040013)	1/204	0.863073069901518	1	0	0	0.507975210809712	0.0748023579398733	CITED2
cell morphogenesis (GO:0000902)	1/204	0.863073069901518	1	0	0	0.507975210809712	0.0748023579398733	HNRNPAB
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/204	0.863073069901518	1	0	0	0.507975210809712	0.0748023579398733	HSP90AB1
platelet activation (GO:0030168)	1/205	0.864408014168771	1	0	0	0.505497282952104	0.0736562027177476	PPIA
negative regulation of transport (GO:0051051)	2/361	0.86605283168184	1	0	0	0.574110487563331	0.0825624650694014	PTPN11;ATF4
neuron projection guidance (GO:0097485)	2/367	0.87208898361991	1	0	0	0.56472448504186	0.0772903473585082	HSP90AB1;PTPN11
axon guidance (GO:0007411)	2/367	0.87208898361991	1	0	0	0.56472448504186	0.0772903473585082	HSP90AB1;PTPN11
negative regulation of nervous system development (GO:0051961)	1/211	0.872150098423516	1	0	0	0.491122952631191	0.0671825448353059	ARHGDIA
response to inorganic substance (GO:0010035)	2/370	0.875012788671539	1	0	0	0.560145637865845	0.0747888402782321	DTYMK;SLC25A12
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	1/214	0.875854586799309	1	0	0	0.484238051426081	0.064188271090592	NPM1
regulation of peptidase activity (GO:0052547)	2/372	0.87692782908831	1	0	0	0.557134102178394	0.0731687464148302	TFAP4;ANP32B
negative regulation of response to external stimulus (GO:0032102)	1/215	0.877065529769474	1	0	0	0.481985781419448	0.0632237951684296	RPS19
leukocyte activation (GO:0045321)	2/373	0.877875222208018	1	0	0	0.555640445067996	0.0723726188071203	RPS6;CTPS1
generation of precursor metabolites and energy (GO:0006091)	2/375	0.879749955796996	1	0	0	0.552677029360967	0.0708076286150769	FASN;AGL
gland development (GO:0048732)	1/220	0.882946225694691	1	0	0	0.471031559114461	0.0586391803041172	CITED2
negative regulation of growth (GO:0045926)	1/221	0.884088340211095	1	0	0	0.468900194593581	0.0577677016725238	ING5
monovalent inorganic cation transport (GO:0015672)	2/384	0.887863268206194	1	0	0	0.539723661485319	0.0641933965300937	SLC38A1;SLC12A8
cognition (GO:0050890)	1/227	0.89071191512986	1	0	0	0.456506356851019	0.0528334123251569	VDAC1
gamete generation (GO:0007276)	2/390	0.892988492291661	1	0	0	0.531420220539392	0.0601469827342412	KMT2D;RAD23B
regulation of anatomical structure size (GO:0090066)	1/232	0.895942921475502	1	0	0	0.446667857780954	0.0490792262581524	HSP90AB1
cellular response to abiotic stimulus (GO:0071214)	1/232	0.895942921475502	1	0	0	0.446667857780954	0.0490792262581524	INO80
exocytosis (GO:0006887)	1/233	0.896958838812266	1	0	0	0.444750828348418	0.0483645647392442	PPIA
negative regulation of cell development (GO:0010721)	1/239	0.902850424277039	1	0	0	0.433585535586533	0.0443117403644462	ARHGDIA
steroid metabolic process (GO:0008202)	1/240	0.903799237651395	1	0	0	0.431778929188256	0.0436735861389922	CNBP
response to hypoxia (GO:0001666)	1/241	0.90473883170885	1	0	0	0.429987315374196	0.0430455832466798	CITED2
organ morphogenesis (GO:0009887)	2/405	0.90486843208398	1	0	0	0.511737990149044	0.0511562590742548	SMARCC1;CITED2
positive regulation of lymphocyte activation (GO:0051251)	1/243	0.90659071760904	1	0	0	0.426448325124203	0.0418193049795751	PTPN11
response to decreased oxygen levels (GO:0036293)	1/245	0.908406784744035	1	0	0	0.422967114306863	0.0406314898525228	CITED2
regulation of synaptic transmission (GO:0050804)	1/245	0.908406784744035	1	0	0	0.422967114306863	0.0406314898525228	YWHAG
regionalization (GO:0003002)	1/247	0.910187722248188	1	0	0	0.419542279373204	0.0394807797448767	CITED2
regulation of inflammatory response (GO:0050727)	1/247	0.910187722248188	1	0	0	0.419542279373204	0.0394807797448767	RPS19
regulation of metal ion transport (GO:0010959)	1/250	0.912794736108966	1	0	0	0.414507772020725	0.0378214496176951	ATF4
activation of protein kinase activity (GO:0032147)	1/252	0.914490779348374	1	0	0	0.411218027798339	0.036757913449554	PTPN11
actin cytoskeleton organization (GO:0030036)	1/253	0.915326454082308	1	0	0	0.409592660099531	0.0362385045443453	RAN
response to oxygen levels (GO:0070482)	1/259	0.920172594872632	1	0	0	0.400104027047032	0.0332862637933424	CITED2
regulation of T cell activation (GO:0050863)	1/259	0.920172594872632	1	0	0	0.400104027047032	0.0332862637933424	PTPN11
small molecule catabolic process (GO:0044282)	1/261	0.921725847680281	1	0	0	0.397038095805292	0.0323615607133026	PPAT
positive regulation of leukocyte activation (GO:0002696)	1/262	0.922491161336569	1	0	0	0.395522683225883	0.0319097750742893	PTPN11
taxis (GO:0042330)	1/263	0.923249030529652	1	0	0	0.394018794696507	0.0314648733476518	RPS19
chemotaxis (GO:0006935)	1/263	0.923249030529652	1	0	0	0.394018794696507	0.0314648733476518	RPS19
humoral immune response (GO:0006959)	1/263	0.923249030529652	1	0	0	0.394018794696507	0.0314648733476518	RPL39
regulation of immune effector process (GO:0002697)	1/264	0.923999527120871	1	0	0	0.392526299262051	0.0310267385439367	RPS19
synaptic transmission (GO:0007268)	2/434	0.924434062469113	1	0	0	0.477543516152909	0.0375222908088756	SLC38A1;VDAC1
microtubule-based process (GO:0007017)	2/437	0.9262272085436	1	0	0	0.474265185378404	0.0363456486573944	INO80;RAN
small GTPase mediated signal transduction (GO:0007264)	2/439	0.92740036584331	1	0	0	0.472104523941601	0.0355824766802063	ARHGDIA;RAN
positive regulation of defense response (GO:0031349)	1/272	0.929746508306113	1	0	0	0.380981408107284	0.0277519436540358	RPS19
positive regulation of cell activation (GO:0050867)	1/272	0.929746508306113	1	0	0	0.380981408107284	0.0277519436540358	PTPN11
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	2/444	0.930257039550369	1	0	0	0.466788031554871	0.0337461347193572	HSP90AB1;PTPN11
dephosphorylation (GO:0016311)	1/278	0.933771097986971	1	0	0	0.372758787788422	0.0255429037504526	PTPN11
cellular chemical homeostasis (GO:0055082)	2/452	0.934608794813218	1	0	0	0.458526296483103	0.0310088672185654	TFRC;NME1
fatty acid metabolic process (GO:0006631)	1/280	0.935060983434498	1	0	0	0.370096225018505	0.0248495665787475	FASN
multicellular organismal development (GO:0007275)	2/453	0.935134416161418	1	0	0	0.457514097153119	0.030683182662763	SPRED1;KCTD15
response to oxidative stress (GO:0006979)	1/290	0.941144981423305	1	0	0	0.357334286224763	0.0216752115825904	ATF4
Fc-epsilon receptor signaling pathway (GO:0038095)	1/295	0.943970816561202	1	0	0	0.35127777289892	0.0202546862120831	PTPN11
positive regulation of cellular component movement (GO:0051272)	1/296	0.944519571982861	1	0	0	0.350091023666153	0.0199828000974113	RPS19
organic hydroxy compound metabolic process (GO:1901615)	2/476	0.94617785450771	1	0	0	0.435407323551182	0.0240887885758487	RDH10;CNBP
epithelial cell differentiation (GO:0030855)	1/303	0.948214005482181	1	0	0	0.342003112228321	0.0181860353371235	VDAC1
actin filament-based process (GO:0030029)	1/303	0.948214005482181	1	0	0	0.342003112228321	0.0181860353371235	RAN
regulation of vesicle-mediated transport (GO:0060627)	1/306	0.949721418598537	1	0	0	0.338650140539808	0.0174698028962525	HNRNPK
regulation of homeostatic process (GO:0032844)	1/314	0.953531139466816	1	0	0	0.330022111481469	0.015703506949605	TFRC
immune response-activating cell surface receptor signaling pathway (GO:0002429)	1/324	0.957891833504812	1	0	0	0.319836243843152	0.0137594882763383	HSP90AB1
positive regulation of cytokine production (GO:0001819)	1/327	0.959118821151352	1	0	0	0.316901966376701	0.0132275865308759	POLR3H
regulation of lymphocyte activation (GO:0051249)	1/344	0.965429144386756	1	0	0	0.301241113387155	0.010598435741629	PTPN11
negative regulation of intracellular signal transduction (GO:1902532)	1/345	0.965768569396132	1	0	0	0.300367950739656	0.010462131010606	SPRED1
regulation of cytoskeleton organization (GO:0051493)	1/350	0.967416598433772	1	0	0	0.296076980014804	0.0098078640897512	NPM1
spermatogenesis (GO:0007283)	1/353	0.968367271567605	1	0	0	0.293560745057171	0.00943617281566879	RAD23B
male gamete generation (GO:0048232)	1/354	0.968677989410616	1	0	0	0.292731477415766	0.0093156039311129	RAD23B
negative regulation of hydrolase activity (GO:0051346)	1/354	0.968677989410616	1	0	0	0.292731477415766	0.0093156039311129	SPRED1
cellular metal ion homeostasis (GO:0006875)	1/361	0.970769621196184	1	0	0	0.287055243781666	0.00851580904094162	TFRC
single-organism behavior (GO:0044708)	1/362	0.971056856564979	1	0	0	0.286262273494976	0.00840759675814998	VDAC1
regulation of system process (GO:0044057)	1/371	0.973518823575286	1	0	0	0.279317905674343	0.00749636701761046	PTPN11
pattern specification process (GO:0007389)	1/385	0.976940757068874	1	0	0	0.269160890922549	0.00627932612171934	CITED2
cellular cation homeostasis (GO:0030003)	1/389	0.977834981917209	1	0	0	0.266393169679129	0.00597103062984805	TFRC
regulation of leukocyte activation (GO:0002694)	1/390	0.9780530935003	1	0	0	0.265710110269696	0.00589645877194977	PTPN11
positive regulation of MAPK cascade (GO:0043410)	1/395	0.979112031298659	1	0	0	0.262346691152358	0.00553793102308267	PTPN11
cellular ion homeostasis (GO:0006873)	1/402	0.980509667720274	1	0	0	0.257778465187018	0.00507379511877523	TFRC
secretion by cell (GO:0032940)	1/415	0.982863025634626	1	0	0	0.249703477120919	0.00431625238626794	PPIA
regulation of cell activation (GO:0050865)	1/420	0.983690890467581	1	0	0	0.246730816679003	0.00405713471120588	PTPN11
cellular component morphogenesis (GO:0032989)	1/437	0.986219115909583	1	0	0	0.237132592689202	0.00329062306101589	HNRNPAB
immune response-activating signal transduction (GO:0002757)	1/440	0.986622920417514	1	0	0	0.23551577955723	0.0031717754898151	HSP90AB1
regulation of cytokine production (GO:0001817)	1/482	0.99118259422238	1	0	0	0.214993657687098	0.00190409329213813	POLR3H
positive regulation of GTPase activity (GO:0043547)	1/482	0.99118259422238	1	0	0	0.214993657687098	0.00190409329213813	ARHGDIA
